Tanggal,USD_IDR
2016-02-26,13430
2016-02-27,13428
2016-02-28,13427
2016-02-29,13425
2016-03-01,13365
2016-03-02,13246
2016-03-03,13249
2016-03-04,13140
2016-03-05,13103
2016-03-06,13065
2016-03-07,13028
2016-03-08,13000
2016-03-09,13181
2016-03-10,13100
2016-03-11,13130
2016-03-12,13068
2016-03-13,13005
2016-03-14,12943
2016-03-15,12980
2016-03-16,13123
2016-03-17,12770
2016-03-18,12935
2016-03-19,12969
2016-03-20,13004
2016-03-21,13038
2016-03-22,13183
2016-03-23,13101
2016-03-24,13215
2016-03-25,13204
2016-03-26,13192
2016-03-27,13181
2016-03-28,13170
2016-03-29,13278
2016-03-30,13180
2016-03-31,13240
2016-04-01,13158
2016-04-02,13148
2016-04-03,13137
2016-04-04,13127
2016-04-05,13140
2016-04-06,13210
2016-04-07,13172
2016-04-08,13172
2016-04-09,13153
2016-04-10,13134
2016-04-11,13115
2016-04-12,13095
2016-04-13,13073
2016-04-14,13145
2016-04-15,13172
2016-04-16,13158
2016-04-17,13144
2016-04-18,13130
2016-04-19,13104
2016-04-20,13086
2016-04-21,13166
2016-04-22,13172
2016-04-23,13180
2016-04-24,13187
2016-04-25,13195
2016-04-26,13190
2016-04-27,13160
2016-04-28,13155
2016-04-29,13170
2016-04-30,13172
2016-05-01,13173
2016-05-02,13175
2016-05-03,13095
2016-05-04,13185
2016-05-05,13210
2016-05-06,13235
2016-05-07,13260
2016-05-08,13285
2016-05-09,13310
2016-05-10,13377
2016-05-11,13298
2016-05-12,13247
2016-05-13,13255
2016-05-14,13281
2016-05-15,13306
2016-05-16,13332
2016-05-17,13320
2016-05-18,13318
2016-05-19,13435
2016-05-20,13595
2016-05-21,13598
2016-05-22,13602
2016-05-23,13605
2016-05-24,13540
2016-05-25,13570
2016-05-26,13608
2016-05-27,13549
2016-05-28,13570
2016-05-29,13590
2016-05-30,13610
2016-05-31,13631
2016-06-01,13643
2016-06-02,13610
2016-06-03,13610
2016-06-04,13546
2016-06-05,13482
2016-06-06,13418
2016-06-07,13347
2016-06-08,13227
2016-06-09,13205
2016-06-10,13250
2016-06-11,13275
2016-06-12,13301
2016-06-13,13326
2016-06-14,13321
2016-06-15,13350
2016-06-16,13320
2016-06-17,13386
2016-06-18,13368
2016-06-19,13350
2016-06-20,13332
2016-06-21,13250
2016-06-22,13255
2016-06-23,13195
2016-06-24,13250
2016-06-25,13292
2016-06-26,13333
2016-06-27,13375
2016-06-28,13385
2016-06-29,13160
2016-06-30,13139
2016-07-01,13177
2016-07-02,13170
2016-07-03,13163
2016-07-04,13155
2016-07-05,13148
2016-07-06,13141
2016-07-07,13134
2016-07-08,13127
2016-07-09,13119
2016-07-10,13112
2016-07-11,13105
2016-07-12,13120
2016-07-13,13075
2016-07-14,13015
2016-07-15,13020
2016-07-16,13034
2016-07-17,13048
2016-07-18,13062
2016-07-19,13078
2016-07-20,13093
2016-07-21,13105
2016-07-22,13111
2016-07-23,13112
2016-07-24,13112
2016-07-25,13113
2016-07-26,13095
2016-07-27,13162
2016-07-28,13098
2016-07-29,13058
2016-07-30,13045
2016-07-31,13033
2016-08-01,13020
2016-08-02,13010
2016-08-03,13092
2016-08-04,13140
2016-08-05,13103
2016-08-06,13109
2016-08-07,13116
2016-08-08,13122
2016-08-09,13105
2016-08-10,13101
2016-08-11,13083
2016-08-12,13098
2016-08-13,13101
2016-08-14,13103
2016-08-15,13106
2016-08-16,13062
2016-08-17,13088
2016-08-18,13115
2016-08-19,13109
2016-08-20,13132
2016-08-21,13156
2016-08-22,13179
2016-08-23,13209
2016-08-24,13234
2016-08-25,13258
2016-08-26,13246
2016-08-27,13267
2016-08-28,13289
2016-08-29,13310
2016-08-30,13248
2016-08-31,13283
2016-09-01,13280
2016-09-02,13273
2016-09-03,13236
2016-09-04,13199
2016-09-05,13162
2016-09-06,13125
2016-09-07,13058
2016-09-08,13070
2016-09-09,13071
2016-09-10,13096
2016-09-11,13122
2016-09-12,13147
2016-09-13,13172
2016-09-14,13241
2016-09-15,13191
2016-09-16,13144
2016-09-17,13150
2016-09-18,13157
2016-09-19,13163
2016-09-20,13139
2016-09-21,13158
2016-09-22,13058
2016-09-23,13062
2016-09-24,13059
2016-09-25,13056
2016-09-26,13053
2016-09-27,13039
2016-09-28,12917
2016-09-29,12921
2016-09-30,13003
2016-10-01,12991
2016-10-02,12978
2016-10-03,12966
2016-10-04,12962
2016-10-05,13031
2016-10-06,13014
2016-10-07,13005
2016-10-08,12985
2016-10-09,12966
2016-10-10,12946
2016-10-11,12926
2016-10-12,13068
2016-10-13,13019
2016-10-14,13044
2016-10-15,13060
2016-10-16,13076
2016-10-17,13092
2016-10-18,13051
2016-10-19,13020
2016-10-20,12972
2016-10-21,13005
2016-10-22,13020
2016-10-23,13035
2016-10-24,13050
2016-10-25,13012
2016-10-26,12976
2016-10-27,13024
2016-10-28,13053
2016-10-29,13056
2016-10-30,13060
2016-10-31,13063
2016-11-01,13013
2016-11-02,13038
2016-11-03,13046
2016-11-04,13068
2016-11-05,13084
2016-11-06,13099
2016-11-07,13115
2016-11-08,13087
2016-11-09,13041
2016-11-10,13137
2016-11-11,13188
2016-11-12,13240
2016-11-13,13291
2016-11-14,13342
2016-11-15,13459
2016-11-16,13313
2016-11-17,13368
2016-11-18,13411
2016-11-19,13434
2016-11-20,13456
2016-11-21,13479
2016-11-22,13412
2016-11-23,13432
2016-11-24,13495
2016-11-25,13558
2016-11-26,13532
2016-11-27,13506
2016-11-28,13480
2016-11-29,13479
2016-11-30,13502
2016-12-01,13572
2016-12-02,13518
2016-12-03,13559
2016-12-04,13599
2016-12-05,13640
2016-12-06,13436
2016-12-07,13296
2016-12-08,13277
2016-12-09,13306
2016-12-10,13299
2016-12-11,13292
2016-12-12,13285
2016-12-13,13278
2016-12-14,13280
2016-12-15,13418
2016-12-16,13411
2016-12-17,13402
2016-12-18,13392
2016-12-19,13383
2016-12-20,13370
2016-12-21,13421
2016-12-22,13439
2016-12-23,13449
2016-12-24,13447
2016-12-25,13446
2016-12-26,13444
2016-12-27,13442
2016-12-28,13429
2016-12-29,13490
2016-12-30,13466
2016-12-31,13476
2017-01-01,13486
2017-01-02,13496
2017-01-03,13506
2017-01-04,13443
2017-01-05,13348
2017-01-06,13319
2017-01-07,13330
2017-01-08,13340
2017-01-09,13351
2017-01-10,13314
2017-01-11,13291
2017-01-12,13241
2017-01-13,13258
2017-01-14,13281
2017-01-15,13304
2017-01-16,13326
2017-01-17,13349
2017-01-18,13296
2017-01-19,13370
2017-01-20,13378
2017-01-21,13387
2017-01-22,13397
2017-01-23,13406
2017-01-24,13345
2017-01-25,13342
2017-01-26,13316
2017-01-27,13387
2017-01-28,13367
2017-01-29,13346
2017-01-30,13326
2017-01-31,13338
2017-02-01,13345
2017-02-02,13360
2017-02-03,13346
2017-02-04,13343
2017-02-05,13341
2017-02-06,13338
2017-02-07,13326
2017-02-08,13310
2017-02-09,13302
2017-02-10,13288
2017-02-11,13304
2017-02-12,13319
2017-02-13,13335
2017-02-14,13323
2017-02-15,13320
2017-02-16,13316
2017-02-17,13321
2017-02-18,13328
2017-02-19,13334
2017-02-20,13340
2017-02-21,13347
2017-02-22,13358
2017-02-23,13338
2017-02-24,13325
2017-02-25,13325
2017-02-26,13324
2017-02-27,13324
2017-02-28,13339
2017-03-01,13391
2017-03-02,13392
2017-03-03,13373
2017-03-04,13341
2017-03-05,13310
2017-03-06,13278
2017-03-07,13342
2017-03-08,13336
2017-03-09,13368
2017-03-10,13403
2017-03-11,13384
2017-03-12,13365
2017-03-13,13346
2017-03-14,13372
2017-03-15,13390
2017-03-16,13217
2017-03-17,13283
2017-03-18,13299
2017-03-19,13314
2017-03-20,13330
2017-03-21,13332
2017-03-22,13308
2017-03-23,13327
2017-03-24,13318
2017-03-25,13319
2017-03-26,13319
2017-03-27,13320
2017-03-28,13314
2017-03-29,13309
2017-03-30,13303
2017-03-31,13299
2017-04-01,13311
2017-04-02,13323
2017-04-03,13335
2017-04-04,13316
2017-04-05,13332
2017-04-06,13323
2017-04-07,13353
2017-04-08,13360
2017-04-09,13366
2017-04-10,13373
2017-04-11,13271
2017-04-12,13291
2017-04-13,13277
2017-04-14,13280
2017-04-15,13282
2017-04-16,13284
2017-04-17,13287
2017-04-18,13279
2017-04-19,13296
2017-04-20,13343
2017-04-21,13317
2017-04-22,13269
2017-04-23,13220
2017-04-24,13172
2017-04-25,13124
2017-04-26,13303
2017-04-27,13261
2017-04-28,13351
2017-04-29,13344
2017-04-30,13338
2017-05-01,13332
2017-05-02,13325
2017-05-03,13295
2017-05-04,13304
2017-05-05,13340
2017-05-06,13332
2017-05-07,13323
2017-05-08,13315
2017-05-09,13324
2017-05-10,13359
2017-05-11,13353
2017-05-12,13312
2017-05-13,13316
2017-05-14,13319
2017-05-15,13323
2017-05-16,13285
2017-05-17,13274
2017-05-18,13318
2017-05-19,13399
2017-05-20,13375
2017-05-21,13352
2017-05-22,13328
2017-05-23,13296
2017-05-24,13296
2017-05-25,13302
2017-05-26,13302
2017-05-27,13305
2017-05-28,13308
2017-05-29,13312
2017-05-30,13315
2017-05-31,13319
2017-06-01,13304
2017-06-02,13288
2017-06-03,13293
2017-06-04,13299
2017-06-05,13304
2017-06-06,13283
2017-06-07,13259
2017-06-08,13313
2017-06-09,13293
2017-06-10,13294
2017-06-11,13294
2017-06-12,13295
2017-06-13,13314
2017-06-14,13282
2017-06-15,13286
2017-06-16,13294
2017-06-17,13288
2017-06-18,13283
2017-06-19,13277
2017-06-20,13286
2017-06-21,13291
2017-06-22,13301
2017-06-23,13301
2017-06-24,13300
2017-06-25,13300
2017-06-26,13300
2017-06-27,13300
2017-06-28,13299
2017-06-29,13299
2017-06-30,13299
2017-07-01,13299
2017-07-02,13298
2017-07-03,13298
2017-07-04,13324
2017-07-05,13351
2017-07-06,13363
2017-07-07,13383
2017-07-08,13391
2017-07-09,13400
2017-07-10,13408
2017-07-11,13378
2017-07-12,13349
2017-07-13,13363
2017-07-14,13341
2017-07-15,13338
2017-07-16,13335
2017-07-17,13332
2017-07-18,13321
2017-07-19,13302
2017-07-20,13309
2017-07-21,13303
2017-07-22,13290
2017-07-23,13278
2017-07-24,13265
2017-07-25,13316
2017-07-26,13328
2017-07-27,13329
2017-07-28,13311
2017-07-29,13314
2017-07-30,13317
2017-07-31,13320
2017-08-01,13318
2017-08-02,13317
2017-08-03,13317
2017-08-04,13319
2017-08-05,13316
2017-08-06,13312
2017-08-07,13309
2017-08-08,13315
2017-08-09,13306
2017-08-10,13326
2017-08-11,13327
2017-08-12,13335
2017-08-13,13343
2017-08-14,13351
2017-08-15,13342
2017-08-16,13354
2017-08-17,13363
2017-08-18,13372
2017-08-19,13366
2017-08-20,13361
2017-08-21,13355
2017-08-22,13344
2017-08-23,13325
2017-08-24,13351
2017-08-25,13333
2017-08-26,13335
2017-08-27,13337
2017-08-28,13339
2017-08-29,13303
2017-08-30,13333
2017-08-31,13334
2017-09-01,13338
2017-09-02,13342
2017-09-03,13345
2017-09-04,13349
2017-09-05,13353
2017-09-06,13333
2017-09-07,13339
2017-09-08,13289
2017-09-09,13258
2017-09-10,13228
2017-09-11,13197
2017-09-12,13176
2017-09-13,13208
2017-09-14,13242
2017-09-15,13262
2017-09-16,13259
2017-09-17,13255
2017-09-18,13252
2017-09-19,13268
2017-09-20,13256
2017-09-21,13273
2017-09-22,13273
2017-09-23,13284
2017-09-24,13295
2017-09-25,13306
2017-09-26,13319
2017-09-27,13375
2017-09-28,13433
2017-09-29,13508
2017-09-30,13494
2017-10-01,13479
2017-10-02,13465
2017-10-03,13531
2017-10-04,13536
2017-10-05,13470
2017-10-06,13451
2017-10-07,13466
2017-10-08,13482
2017-10-09,13497
2017-10-10,13510
2017-10-11,13510
2017-10-12,13510
2017-10-13,13498
2017-10-14,13496
2017-10-15,13494
2017-10-16,13492
2017-10-17,13476
2017-10-18,13495
2017-10-19,13510
2017-10-20,13490
2017-10-21,13499
2017-10-22,13507
2017-10-23,13516
2017-10-24,13535
2017-10-25,13525
2017-10-26,13572
2017-10-27,13643
2017-10-28,13625
2017-10-29,13606
2017-10-30,13588
2017-10-31,13574
2017-11-01,13554
2017-11-02,13553
2017-11-03,13543
2017-11-04,13522
2017-11-05,13501
2017-11-06,13480
2017-11-07,13483
2017-11-08,13514
2017-11-09,13503
2017-11-10,13527
2017-11-11,13522
2017-11-12,13517
2017-11-13,13512
2017-11-14,13553
2017-11-15,13545
2017-11-16,13530
2017-11-17,13514
2017-11-18,13512
2017-11-19,13510
2017-11-20,13508
2017-11-21,13525
2017-11-22,13519
2017-11-23,13504
2017-11-24,13489
2017-11-25,13492
2017-11-26,13495
2017-11-27,13498
2017-11-28,13511
2017-11-29,13500
2017-11-30,13504
2017-12-01,13518
2017-12-02,13532
2017-12-03,13546
2017-12-04,13560
2017-12-05,13494
2017-12-06,13513
2017-12-07,13534
2017-12-08,13553
2017-12-09,13538
2017-12-10,13522
2017-12-11,13507
2017-12-12,13552
2017-12-13,13551
2017-12-14,13540
2017-12-15,13554
2017-12-16,13559
2017-12-17,13563
2017-12-18,13568
2017-12-19,13580
2017-12-20,13575
2017-12-21,13573
2017-12-22,13562
2017-12-23,13560
2017-12-24,13558
2017-12-25,13556
2017-12-26,13554
2017-12-27,13552
2017-12-28,13558
2017-12-29,13558
2017-12-30,13556
2017-12-31,13554
2018-01-01,13552
2018-01-02,13550
2018-01-03,13496
2018-01-04,13468
2018-01-05,13415
2018-01-06,13419
2018-01-07,13423
2018-01-08,13427
2018-01-09,13427
2018-01-10,13430
2018-01-11,13441
2018-01-12,13393
2018-01-13,13371
2018-01-14,13349
2018-01-15,13327
2018-01-16,13305
2018-01-17,13306
2018-01-18,13336
2018-01-19,13334
2018-01-20,13331
2018-01-21,13328
2018-01-22,13325
2018-01-23,13342
2018-01-24,13336
2018-01-25,13298
2018-01-26,13299
2018-01-27,13316
2018-01-28,13333
2018-01-29,13350
2018-01-30,13367
2018-01-31,13421
2018-02-01,13383
2018-02-02,13386
2018-02-03,13394
2018-02-04,13403
2018-02-05,13411
2018-02-06,13564
2018-02-07,13544
2018-02-08,13641
2018-02-09,13598
2018-02-10,13602
2018-02-11,13606
2018-02-12,13610
2018-02-13,13643
2018-02-14,13640
2018-02-15,13622
2018-02-16,13608
2018-02-17,13595
2018-02-18,13581
2018-02-19,13568
2018-02-20,13554
2018-02-21,13608
2018-02-22,13612
2018-02-23,13676
2018-02-24,13668
2018-02-25,13660
2018-02-26,13652
2018-02-27,13651
2018-02-28,13694
2018-03-01,13756
2018-03-02,13741
2018-03-03,13744
2018-03-04,13748
2018-03-05,13751
2018-03-06,13737
2018-03-07,13759
2018-03-08,13745
2018-03-09,13786
2018-03-10,13781
2018-03-11,13777
2018-03-12,13772
2018-03-13,13755
2018-03-14,13740
2018-03-15,13725
2018-03-16,13758
2018-03-17,13755
2018-03-18,13751
2018-03-19,13748
2018-03-20,13771
2018-03-21,13743
2018-03-22,13705
2018-03-23,13754
2018-03-24,13757
2018-03-25,13759
2018-03-26,13762
2018-03-27,13718
2018-03-28,13740
2018-03-29,13756
2018-03-30,13759
2018-03-31,13762
2018-04-01,13765
2018-04-02,13768
2018-04-03,13748
2018-04-04,13741
2018-04-05,13751
2018-04-06,13760
2018-04-07,13761
2018-04-08,13762
2018-04-09,13763
2018-04-10,13768
2018-04-11,13742
2018-04-12,13754
2018-04-13,13767
2018-04-14,13756
2018-04-15,13744
2018-04-16,13733
2018-04-17,13766
2018-04-18,13757
2018-04-19,13769
2018-04-20,13800
2018-04-21,13833
2018-04-22,13866
2018-04-23,13899
2018-04-24,13961
2018-04-25,13872
2018-04-26,13919
2018-04-27,13879
2018-04-28,13876
2018-04-29,13873
2018-04-30,13870
2018-05-01,13926
2018-05-02,13982
2018-05-03,14002
2018-05-04,13931
2018-05-05,13932
2018-05-06,13932
2018-05-07,13933
2018-05-08,14268
2018-05-09,14264
2018-05-10,14169
2018-05-11,14073
2018-05-12,14030
2018-05-13,13986
2018-05-14,13943
2018-05-15,13963
2018-05-16,14030
2018-05-17,14149
2018-05-18,14154
2018-05-19,14157
2018-05-20,14160
2018-05-21,14163
2018-05-22,14220
2018-05-23,14201
2018-05-24,14169
2018-05-25,14124
2018-05-26,14105
2018-05-27,14086
2018-05-28,14067
2018-05-29,14048
2018-05-30,14029
2018-05-31,13977
2018-06-01,13967
2018-06-02,13958
2018-06-03,13948
2018-06-04,13938
2018-06-05,13860
2018-06-06,13870
2018-06-07,13822
2018-06-08,13863
2018-06-09,13868
2018-06-10,13872
2018-06-11,13877
2018-06-12,13881
2018-06-13,13886
2018-06-14,13891
2018-06-15,13895
2018-06-16,13900
2018-06-17,13905
2018-06-18,13909
2018-06-19,13914
2018-06-20,13918
2018-06-21,13923
2018-06-22,14088
2018-06-23,14083
2018-06-24,14078
2018-06-25,14073
2018-06-26,14148
2018-06-27,14192
2018-06-28,14235
2018-06-29,14350
2018-06-30,14339
2018-07-01,14328
2018-07-02,14317
2018-07-03,14347
2018-07-04,14374
2018-07-05,14400
2018-07-06,14379
2018-07-07,14355
2018-07-08,14331
2018-07-09,14307
2018-07-10,14311
2018-07-11,14375
2018-07-12,14378
2018-07-13,14385
2018-07-14,14381
2018-07-15,14377
2018-07-16,14373
2018-07-17,14366
2018-07-18,14377
2018-07-19,14441
2018-07-20,14468
2018-07-21,14470
2018-07-22,14471
2018-07-23,14473
2018-07-24,14568
2018-07-25,14543
2018-07-26,14465
2018-07-27,14525
2018-07-28,14487
2018-07-29,14449
2018-07-30,14411
2018-07-31,14403
2018-08-01,14409
2018-08-02,14489
2018-08-03,14521
2018-08-04,14509
2018-08-05,14498
2018-08-06,14486
2018-08-07,14543
2018-08-08,14422
2018-08-09,14398
2018-08-10,14472
2018-08-11,14472
2018-08-12,14473
2018-08-13,14473
2018-08-14,14594
2018-08-15,14642
2018-08-16,14556
2018-08-17,14560
2018-08-18,14564
2018-08-19,14568
2018-08-20,14572
2018-08-21,14562
2018-08-22,14567
2018-08-23,14572
2018-08-24,14664
2018-08-25,14629
2018-08-26,14594
2018-08-27,14559
2018-08-28,14551
2018-08-29,14653
2018-08-30,14618
2018-08-31,14751
2018-09-01,14771
2018-09-02,14792
2018-09-03,14812
2018-09-04,14832
2018-09-05,14930
2018-09-06,14980
2018-09-07,14893
2018-09-08,14866
2018-09-09,14840
2018-09-10,14813
2018-09-11,14844
2018-09-12,14837
2018-09-13,14807
2018-09-14,14740
2018-09-15,14762
2018-09-16,14785
2018-09-17,14807
2018-09-18,14907
2018-09-19,14867
2018-09-20,14880
2018-09-21,14832
2018-09-22,14825
2018-09-23,14819
2018-09-24,14812
2018-09-25,14861
2018-09-26,15022
2018-09-27,14985
2018-09-28,14919
2018-09-29,14913
2018-09-30,14908
2018-10-01,14902
2018-10-02,15053
2018-10-03,15038
2018-10-04,15139
2018-10-05,15409
2018-10-06,15330
2018-10-07,15252
2018-10-08,15173
2018-10-09,15400
2018-10-10,15223
2018-10-11,15196
2018-10-12,15299
2018-10-13,15265
2018-10-14,15232
2018-10-15,15198
2018-10-16,15194
2018-10-17,15193
2018-10-18,15264
2018-10-19,15328
2018-10-20,15279
2018-10-21,15230
2018-10-22,15181
2018-10-23,15265
2018-10-24,15183
2018-10-25,15270
2018-10-26,15257
2018-10-27,15242
2018-10-28,15226
2018-10-29,15210
2018-10-30,15298
2018-10-31,15273
2018-11-01,15196
2018-11-02,15069
2018-11-03,15028
2018-11-04,14987
2018-11-05,14946
2018-11-06,14922
2018-11-07,14830
2018-11-08,14599
2018-11-09,14720
2018-11-10,14706
2018-11-11,14692
2018-11-12,14678
2018-11-13,14808
2018-11-14,14794
2018-11-15,14813
2018-11-16,14562
2018-11-17,14576
2018-11-18,14591
2018-11-19,14605
2018-11-20,14635
2018-11-21,14664
2018-11-22,14632
2018-11-23,14600
2018-11-24,14578
2018-11-25,14555
2018-11-26,14533
2018-11-27,14527
2018-11-28,14576
2018-11-29,14460
2018-11-30,14356
2018-12-01,14336
2018-12-02,14316
2018-12-03,14296
2018-12-04,14339
2018-12-05,14385
2018-12-06,14432
2018-12-07,14528
2018-12-08,14506
2018-12-09,14485
2018-12-10,14463
2018-12-11,14548
2018-12-12,14637
2018-12-13,14580
2018-12-14,14550
2018-12-15,14559
2018-12-16,14569
2018-12-17,14578
2018-12-18,14589
2018-12-19,14490
2018-12-20,14493
2018-12-21,14535
2018-12-22,14570
2018-12-23,14605
2018-12-24,14640
2018-12-25,14675
2018-12-26,14710
2018-12-27,14609
2018-12-28,14562
2018-12-29,14559
2018-12-30,14556
2018-12-31,14553
2019-01-01,14506
2019-01-02,14460
2019-01-03,14410
2019-01-04,14375
2019-01-05,14339
2019-01-06,14303
2019-01-07,14267
2019-01-08,14083
2019-01-09,14138
2019-01-10,14130
2019-01-11,14048
2019-01-12,14045
2019-01-13,14041
2019-01-14,14038
2019-01-15,14117
2019-01-16,14111
2019-01-17,14140
2019-01-18,14173
2019-01-19,14206
2019-01-20,14240
2019-01-21,14274
2019-01-22,14307
2019-01-23,14208
2019-01-24,14131
2019-01-25,14189
2019-01-26,14152
2019-01-27,14115
2019-01-28,14078
2019-01-29,14063
2019-01-30,14074
2019-01-31,14033
2019-02-01,13966
2019-02-02,13955
2019-02-03,13944
2019-02-04,13933
2019-02-05,13942
2019-02-06,13950
2019-02-07,13915
2019-02-08,13966
2019-02-09,13963
2019-02-10,13961
2019-02-11,13958
2019-02-12,14033
2019-02-13,14013
2019-02-14,14151
2019-02-15,14083
2019-02-16,14110
2019-02-17,14138
2019-02-18,14165
2019-02-19,14192
2019-02-20,14096
2019-02-21,14033
2019-02-22,14120
2019-02-23,14097
2019-02-24,14074
2019-02-25,14051
2019-02-26,14011
2019-02-27,13960
2019-02-28,14015
2019-03-01,14194
2019-03-02,14165
2019-03-03,14137
2019-03-04,14108
2019-03-05,14205
2019-03-06,14150
2019-03-07,14214
2019-03-08,14241
2019-03-09,14262
2019-03-10,14282
2019-03-11,14303
2019-03-12,14283
2019-03-13,14258
2019-03-14,14258
2019-03-15,14287
2019-03-16,14275
2019-03-17,14263
2019-03-18,14251
2019-03-19,14251
2019-03-20,14223
2019-03-21,14055
2019-03-22,14133
2019-03-23,14141
2019-03-24,14150
2019-03-25,14158
2019-03-26,14173
2019-03-27,14163
2019-03-28,14346
2019-03-29,14235
2019-03-30,14234
2019-03-31,14234
2019-04-01,14233
2019-04-02,14240
2019-04-03,14225
2019-04-04,14210
2019-04-05,14151
2019-04-06,14138
2019-04-07,14125
2019-04-08,14112
2019-04-09,14191
2019-04-10,14136
2019-04-11,14177
2019-04-12,14138
2019-04-13,14121
2019-04-14,14103
2019-04-15,14086
2019-04-16,14156
2019-04-17,14117
2019-04-18,14078
2019-04-19,14068
2019-04-20,14057
2019-04-21,14046
2019-04-22,14036
2019-04-23,14062
2019-04-24,14061
2019-04-25,14154
2019-04-26,14306
2019-04-27,14259
2019-04-28,14212
2019-04-29,14165
2019-04-30,14191
2019-05-01,14243
2019-05-02,14244
2019-05-03,14244
2019-05-04,14239
2019-05-05,14235
2019-05-06,14230
2019-05-07,14286
2019-05-08,14346
2019-05-09,14288
2019-05-10,14343
2019-05-11,14335
2019-05-12,14326
2019-05-13,14318
2019-05-14,14497
2019-05-15,14423
2019-05-16,14540
2019-05-17,14570
2019-05-18,14527
2019-05-19,14485
2019-05-20,14443
2019-05-21,14448
2019-05-22,14483
2019-05-23,14518
2019-05-24,14453
2019-05-25,14451
2019-05-26,14449
2019-05-27,14447
2019-05-28,14445
2019-05-29,14468
2019-05-30,14434
2019-05-31,14401
2019-06-01,14388
2019-06-02,14374
2019-06-03,14361
2019-06-04,14348
2019-06-05,14334
2019-06-06,14321
2019-06-07,14308
2019-06-08,14295
2019-06-09,14281
2019-06-10,14268
2019-06-11,14276
2019-06-12,14294
2019-06-13,14262
2019-06-14,14273
2019-06-15,14288
2019-06-16,14303
2019-06-17,14318
2019-06-18,14414
2019-06-19,14290
2019-06-20,14280
2019-06-21,14142
2019-06-22,14144
2019-06-23,14146
2019-06-24,14148
2019-06-25,14183
2019-06-26,14118
2019-06-27,14216
2019-06-28,14184
2019-06-29,14163
2019-06-30,14142
2019-07-01,14121
2019-07-02,14150
2019-07-03,14196
2019-07-04,14173
2019-07-05,14150
2019-07-06,14125
2019-07-07,14101
2019-07-08,14076
2019-07-09,14187
2019-07-10,14236
2019-07-11,14162
2019-07-12,14124
2019-07-13,14083
2019-07-14,14041
2019-07-15,14000
2019-07-16,13913
2019-07-17,14008
2019-07-18,14023
2019-07-19,13970
2019-07-20,13960
2019-07-21,13951
2019-07-22,13941
2019-07-23,13997
2019-07-24,14039
2019-07-25,14028
2019-07-26,14053
2019-07-27,14034
2019-07-28,14016
2019-07-29,13997
2019-07-30,14066
2019-07-31,14066
2019-08-01,14165
2019-08-02,14329
2019-08-03,14277
2019-08-04,14225
2019-08-05,14173
2019-08-06,14248
2019-08-07,14258
2019-08-08,14274
2019-08-09,14236
2019-08-10,14219
2019-08-11,14201
2019-08-12,14183
2019-08-13,14241
2019-08-14,14233
2019-08-15,14238
2019-08-16,14333
2019-08-17,14298
2019-08-18,14263
2019-08-19,14228
2019-08-20,14337
2019-08-21,14326
2019-08-22,14275
2019-08-23,14228
2019-08-24,14221
2019-08-25,14213
2019-08-26,14206
2019-08-27,14254
2019-08-28,14344
2019-08-29,14311
2019-08-30,14231
2019-08-31,14240
2019-09-01,14248
2019-09-02,14256
2019-09-03,14265
2019-09-04,14261
2019-09-05,14146
2019-09-06,14172
2019-09-07,14144
2019-09-08,14116
2019-09-09,14088
2019-09-10,14024
2019-09-11,14096
2019-09-12,14106
2019-09-13,13983
2019-09-14,13975
2019-09-15,13966
2019-09-16,13958
2019-09-17,14170
2019-09-18,14127
2019-09-19,14126
2019-09-20,14158
2019-09-21,14121
2019-09-22,14085
2019-09-23,14048
2019-09-24,14078
2019-09-25,14177
2019-09-26,14211
2019-09-27,14237
2019-09-28,14211
2019-09-29,14184
2019-09-30,14158
2019-10-01,14219
2019-10-02,14206
2019-10-03,14188
2019-10-04,14166
2019-10-05,14153
2019-10-06,14141
2019-10-07,14128
2019-10-08,14240
2019-10-09,14210
2019-10-10,14218
2019-10-11,14145
2019-10-12,14137
2019-10-13,14129
2019-10-14,14121
2019-10-15,14168
2019-10-16,14216
2019-10-17,14224
2019-10-18,14184
2019-10-19,14169
2019-10-20,14154
2019-10-21,14138
2019-10-22,14102
2019-10-23,14042
2019-10-24,13987
2019-10-25,14090
2019-10-26,14069
2019-10-27,14048
2019-10-28,14028
2019-10-29,14018
2019-10-30,14018
2019-10-31,14060
2019-11-01,14124
2019-11-02,14087
2019-11-03,14050
2019-11-04,14014
2019-11-05,14058
2019-11-06,14028
2019-11-07,14008
2019-11-08,14013
2019-11-09,14013
2019-11-10,14014
2019-11-11,14014
2019-11-12,13997
2019-11-13,13853
2019-11-14,13872
2019-11-15,14078
2019-11-16,13999
2019-11-17,13920
2019-11-18,13840
2019-11-19,14139
2019-11-20,14083
2019-11-21,14035
2019-11-22,14070
2019-11-23,14074
2019-11-24,14079
2019-11-25,14083
2019-11-26,14064
2019-11-27,14078
2019-11-28,13973
2019-11-29,13869
2019-11-30,13869
2019-12-01,13868
2019-12-02,13868
2019-12-03,14123
2019-12-04,14098
2019-12-05,13995
2019-12-06,14058
2019-12-07,14046
2019-12-08,14034
2019-12-09,14022
2019-12-10,14005
2019-12-11,14021
2019-12-12,13977
2019-12-13,13933
2019-12-14,13945
2019-12-15,13957
2019-12-16,13969
2019-12-17,14022
2019-12-18,14024
2019-12-19,13967
2019-12-20,13978
2019-12-21,13971
2019-12-22,13964
2019-12-23,13958
2019-12-24,13969
