Tanggal,USD_IDR
2019-12-25,13980
2019-12-26,13991
2019-12-27,13978
2019-12-28,13970
2019-12-29,13962
2019-12-30,13954
2019-12-31,13919
2020-01-01,13804
2020-01-02,13689
2020-01-03,13885
2020-01-04,13901
2020-01-05,13918
2020-01-06,13934
2020-01-07,13926
2020-01-08,13867
2020-01-09,13887
2020-01-10,13828
2020-01-11,13726
2020-01-12,13624
2020-01-13,13522
2020-01-14,13665
2020-01-15,13668
2020-01-16,13665
2020-01-17,13623
2020-01-18,13621
2020-01-19,13619
2020-01-20,13617
2020-01-21,13615
2020-01-22,13651
2020-01-23,13626
2020-01-24,13609
2020-01-25,13643
2020-01-26,13678
2020-01-27,13712
2020-01-28,13213
2020-01-29,13634
2020-01-30,13614
2020-01-31,13643
2020-02-01,13640
2020-02-02,13636
2020-02-03,13633
2020-02-04,13736
2020-02-05,13702
2020-02-06,13668
2020-02-07,13698
2020-02-08,13691
2020-02-09,13683
2020-02-10,13676
2020-02-11,13692
2020-02-12,13658
2020-02-13,13501
2020-02-14,13695
2020-02-15,13684
2020-02-16,13672
2020-02-17,13661
2020-02-18,13649
2020-02-19,13768
2020-02-20,13762
2020-02-21,13703
2020-02-22,13726
2020-02-23,13749
2020-02-24,13771
2020-02-25,13880
2020-02-26,14056
2020-02-27,13931
2020-02-28,14316
2020-02-29,14201
2020-03-01,14087
2020-03-02,13972
2020-03-03,14220
2020-03-04,14200
2020-03-05,14256
2020-03-06,14310
2020-03-07,14290
2020-03-08,14271
2020-03-09,14252
2020-03-10,14095
2020-03-11,14273
2020-03-12,14526
2020-03-13,14850
2020-03-14,14778
2020-03-15,14707
2020-03-16,14635
2020-03-17,15192
2020-03-18,14956
2020-03-19,15474
2020-03-20,15908
2020-03-21,15861
2020-03-22,15813
2020-03-23,15766
2020-03-24,16505
2020-03-25,16476
2020-03-26,16448
2020-03-27,16219
2020-03-28,16148
2020-03-29,16076
2020-03-30,16005
2020-03-31,16347
2020-04-01,16278
2020-04-02,16413
2020-04-03,16441
2020-04-04,16434
2020-04-05,16426
2020-04-06,16418
2020-04-07,16365
2020-04-08,16225
2020-04-09,16159
2020-04-10,16070
2020-04-11,15980
2020-04-12,15890
2020-04-13,15800
2020-04-14,15751
2020-04-15,15578
2020-04-16,15888
2020-04-17,15568
2020-04-18,15520
2020-04-19,15471
2020-04-20,15423
2020-04-21,15377
2020-04-22,15395
2020-04-23,15409
2020-04-24,15665
2020-04-25,15560
2020-04-26,15454
2020-04-27,15349
2020-04-28,15312
2020-04-29,15365
2020-04-30,15235
2020-05-01,15094
2020-05-02,14953
2020-05-03,14812
2020-05-04,14671
2020-05-05,15044
2020-05-06,15335
2020-05-07,15281
2020-05-08,15227
2020-05-09,15058
2020-05-10,14890
2020-05-11,14721
2020-05-12,14849
2020-05-13,14994
2020-05-14,14847
2020-05-15,14810
2020-05-16,14824
2020-05-17,14839
2020-05-18,14853
2020-05-19,14878
2020-05-20,14748
2020-05-21,14787
2020-05-22,14826
2020-05-23,14745
2020-05-24,14664
2020-05-25,14583
2020-05-26,14502
2020-05-27,14850
2020-05-28,14888
2020-05-29,14825
2020-05-30,14762
2020-05-31,14699
2020-06-01,14636
2020-06-02,14574
2020-06-03,14344
2020-06-04,14130
2020-06-05,14085
2020-06-06,14011
2020-06-07,13937
2020-06-08,13863
2020-06-09,14071
2020-06-10,13852
2020-06-11,13947
2020-06-12,14475
2020-06-13,14356
2020-06-14,14237
2020-06-15,14118
2020-06-16,13988
2020-06-17,14275
2020-06-18,14103
2020-06-19,13998
2020-06-20,14029
2020-06-21,14061
2020-06-22,14093
2020-06-23,14080
2020-06-24,14113
2020-06-25,14289
2020-06-26,14376
2020-06-27,14322
2020-06-28,14267
2020-06-29,14213
2020-06-30,14470
2020-07-01,14194
2020-07-02,14188
2020-07-03,14267
2020-07-04,14345
2020-07-05,14424
2020-07-06,14503
2020-07-07,14207
2020-07-08,14484
2020-07-09,14350
2020-07-10,14546
2020-07-11,14506
2020-07-12,14467
2020-07-13,14428
2020-07-14,14584
2020-07-15,14715
2020-07-16,14561
2020-07-17,14552
2020-07-18,14597
2020-07-19,14643
2020-07-20,14688
2020-07-21,14949
2020-07-22,14627
2020-07-23,14630
2020-07-24,14579
2020-07-25,14587
2020-07-26,14595
2020-07-27,14603
2020-07-28,14614
2020-07-29,14634
2020-07-30,14458
2020-07-31,14492
2020-08-01,14526
2020-08-02,14559
2020-08-03,14593
2020-08-04,14541
2020-08-05,14720
2020-08-06,14308
2020-08-07,14568
2020-08-08,14585
2020-08-09,14601
2020-08-10,14618
2020-08-11,14824
2020-08-12,14858
2020-08-13,14671
2020-08-14,14673
2020-08-15,14712
2020-08-16,14750
2020-08-17,14788
2020-08-18,14969
2020-08-19,14598
2020-08-20,14694
2020-08-21,14543
2020-08-22,14617
2020-08-23,14690
2020-08-24,14764
2020-08-25,14629
2020-08-26,14608
2020-08-27,14447
2020-08-28,14446
2020-08-29,14503
2020-08-30,14561
2020-08-31,14618
2020-09-01,14600
2020-09-02,14819
2020-09-03,14565
2020-09-04,14546
2020-09-05,14608
2020-09-06,14670
2020-09-07,14733
2020-09-08,14795
2020-09-09,14915
2020-09-10,14874
2020-09-11,14857
2020-09-12,14866
2020-09-13,14874
2020-09-14,14883
2020-09-15,14984
2020-09-16,14870
2020-09-17,14813
2020-09-18,14788
2020-09-19,14768
2020-09-20,14748
2020-09-21,14728
2020-09-22,14839
2020-09-23,14743
2020-09-24,14804
2020-09-25,14840
2020-09-26,14847
2020-09-27,14855
2020-09-28,14863
2020-09-29,14894
2020-09-30,14910
2020-10-01,14879
2020-10-02,14818
2020-10-03,14829
2020-10-04,14841
2020-10-05,14853
2020-10-06,14780
2020-10-07,14773
2020-10-08,14716
2020-10-09,14677
2020-10-10,14682
2020-10-11,14688
2020-10-12,14693
2020-10-13,14485
2020-10-14,14793
2020-10-15,14681
2020-10-16,14652
2020-10-17,14666
2020-10-18,14680
2020-10-19,14693
2020-10-20,14708
2020-10-21,14688
2020-10-22,14640
2020-10-23,14640
2020-10-24,14641
2020-10-25,14642
2020-10-26,14643
2020-10-27,14724
2020-10-28,14653
2020-10-29,14777
2020-10-30,14818
2020-10-31,14741
2020-11-01,14663
2020-11-02,14586
2020-11-03,14604
2020-11-04,14541
2020-11-05,14360
2020-11-06,14256
2020-11-07,14237
2020-11-08,14218
2020-11-09,14199
2020-11-10,14256
2020-11-11,14042
2020-11-12,13879
2020-11-13,14133
2020-11-14,14134
2020-11-15,14135
2020-11-16,14136
2020-11-17,14089
2020-11-18,14026
2020-11-19,14110
2020-11-20,14190
2020-11-21,14177
2020-11-22,14164
2020-11-23,14151
2020-11-24,14165
2020-11-25,14122
2020-11-26,14010
2020-11-27,13898
2020-11-28,13952
2020-11-29,14007
2020-11-30,14062
2020-12-01,14095
2020-12-02,14175
2020-12-03,14076
2020-12-04,14093
2020-12-05,14087
2020-12-06,14082
2020-12-07,14076
2020-12-08,14143
2020-12-09,14146
2020-12-10,14150
2020-12-11,14083
2020-12-12,14078
2020-12-13,14074
2020-12-14,14069
2020-12-15,14222
2020-12-16,14190
2020-12-17,14071
2020-12-18,14084
2020-12-19,14079
2020-12-20,14074
2020-12-21,14069
2020-12-22,14101
2020-12-23,14324
2020-12-24,14147
2020-12-25,14088
2020-12-26,14029
2020-12-27,13970
2020-12-28,13911
2020-12-29,14126
2020-12-30,14070
2020-12-31,14060
2021-01-01,14051
2021-01-02,14041
2021-01-03,14032
2021-01-04,14023
2021-01-05,13931
2021-01-06,13930
2021-01-07,13952
2021-01-08,13893
2021-01-09,13882
2021-01-10,13872
2021-01-11,13861
2021-01-12,14089
2021-01-13,14031
2021-01-14,14166
2021-01-15,14063
2021-01-16,14073
2021-01-17,14082
2021-01-18,14091
2021-01-19,14101
2021-01-20,14122
2021-01-21,14037
2021-01-22,13961
2021-01-23,13978
2021-01-24,13996
2021-01-25,14013
2021-01-26,14148
2021-01-27,14142
2021-01-28,14195
2021-01-29,13855
2021-01-30,13846
2021-01-31,13837
2021-02-01,13828
2021-02-02,14118
2021-02-03,13996
2021-02-04,13984
2021-02-05,14010
2021-02-06,14007
2021-02-07,14004
2021-02-08,14001
2021-02-09,13990
2021-02-10,13989
2021-02-11,14027
2021-02-12,14003
2021-02-13,13979
2021-02-14,13955
2021-02-15,13931
2021-02-16,13907
2021-02-17,14039
2021-02-18,14007
2021-02-19,13998
2021-02-20,13965
2021-02-21,13932
2021-02-22,13898
2021-02-23,14108
2021-02-24,14082
2021-02-25,14098
2021-02-26,13968
2021-02-27,14016
2021-02-28,14063
2021-03-01,14111
2021-03-02,14246
2021-03-03,14239
2021-03-04,14349
2021-03-05,14269
2021-03-06,14275
2021-03-07,14281
2021-03-08,14287
2021-03-09,14344
2021-03-10,14393
2021-03-11,14398
2021-03-12,14284
2021-03-13,14318
2021-03-14,14351
2021-03-15,14385
2021-03-16,14464
2021-03-17,14428
2021-03-18,14403
2021-03-19,14431
2021-03-20,14411
2021-03-21,14392
2021-03-22,14372
2021-03-23,14376
2021-03-24,14506
2021-03-25,14460
2021-03-26,14456
2021-03-27,14441
2021-03-28,14426
2021-03-29,14411
2021-03-30,14512
2021-03-31,14605
2021-04-01,14606
2021-04-02,14584
2021-04-03,14562
2021-04-04,14540
2021-04-05,14518
2021-04-06,14529
2021-04-07,14460
2021-04-08,14641
2021-04-09,14661
2021-04-10,14626
2021-04-11,14592
2021-04-12,14558
2021-04-13,14612
2021-04-14,14621
2021-04-15,14674
2021-04-16,14616
2021-04-17,14597
2021-04-18,14577
2021-04-19,14558
2021-04-20,14570
2021-04-21,14543
2021-04-22,14564
2021-04-23,14607
2021-04-24,14577
2021-04-25,14548
2021-04-26,14518
2021-04-27,14460
2021-04-28,14516
2021-04-29,14519
2021-04-30,14440
2021-05-01,14439
2021-05-02,14439
2021-05-03,14438
2021-05-04,14399
2021-05-05,14482
2021-05-06,14400
2021-05-07,14284
2021-05-08,14282
2021-05-09,14280
2021-05-10,14278
2021-05-11,14190
2021-05-12,14190
2021-05-13,14190
2021-05-14,14190
2021-05-15,14191
2021-05-16,14191
2021-05-17,14191
2021-05-18,14344
2021-05-19,14362
2021-05-20,14390
2021-05-21,14397
2021-05-22,14381
2021-05-23,14364
2021-05-24,14348
2021-05-25,14365
2021-05-26,14338
2021-05-27,14310
2021-05-28,14318
2021-05-29,14305
2021-05-30,14291
2021-05-31,14278
2021-06-01,14265
2021-06-02,14252
2021-06-03,14291
2021-06-04,14360
2021-06-05,14336
2021-06-06,14312
2021-06-07,14288
2021-06-08,14246
2021-06-09,14281
2021-06-10,14300
2021-06-11,14248
2021-06-12,14226
2021-06-13,14204
2021-06-14,14182
2021-06-15,14268
2021-06-16,14280
2021-06-17,14466
2021-06-18,14555
2021-06-19,14492
2021-06-20,14430
2021-06-21,14368
2021-06-22,14389
2021-06-23,14495
2021-06-24,14413
2021-06-25,14511
2021-06-26,14480
2021-06-27,14449
2021-06-28,14418
2021-06-29,14525
2021-06-30,14629
2021-07-01,14602
2021-07-02,14581
2021-07-03,14560
2021-07-04,14538
2021-07-05,14517
2021-07-06,14495
2021-07-07,14569
2021-07-08,14569
2021-07-09,14619
2021-07-10,14586
2021-07-11,14554
2021-07-12,14521
2021-07-13,14558
2021-07-14,14542
2021-07-15,14473
2021-07-16,14563
2021-07-17,14539
2021-07-18,14515
2021-07-19,14491
2021-07-20,14556
2021-07-21,14620
2021-07-22,14536
2021-07-23,14549
2021-07-24,14528
2021-07-25,14507
2021-07-26,14486
2021-07-27,14524
2021-07-28,14554
2021-07-29,14463
2021-07-30,14450
2021-07-31,14452
2021-08-01,14454
2021-08-02,14456
2021-08-03,14397
2021-08-04,14350
2021-08-05,14339
2021-08-06,14386
2021-08-07,14372
2021-08-08,14359
2021-08-09,14346
2021-08-10,14402
2021-08-11,14399
2021-08-12,14395
2021-08-13,14341
2021-08-14,14354
2021-08-15,14368
2021-08-16,14381
2021-08-17,14403
2021-08-18,14425
2021-08-19,14454
2021-08-20,14493
2021-08-21,14478
2021-08-22,14462
2021-08-23,14446
2021-08-24,14430
2021-08-25,14449
2021-08-26,14466
2021-08-27,14449
2021-08-28,14437
2021-08-29,14424
2021-08-30,14411
2021-08-31,14362
2021-09-01,14246
2021-09-02,14269
2021-09-03,14246
2021-09-04,14242
2021-09-05,14238
2021-09-06,14235
2021-09-07,14231
2021-09-08,14279
2021-09-09,14326
2021-09-10,14259
2021-09-11,14238
2021-09-12,14217
2021-09-13,14196
2021-09-14,14292
2021-09-15,14250
2021-09-16,14264
2021-09-17,14284
2021-09-18,14263
2021-09-19,14242
2021-09-20,14221
2021-09-21,14320
2021-09-22,14238
2021-09-23,14279
2021-09-24,14286
2021-09-25,14275
2021-09-26,14263
2021-09-27,14251
2021-09-28,14242
2021-09-29,14319
2021-09-30,14385
2021-10-01,14329
2021-10-02,14319
2021-10-03,14310
2021-10-04,14301
2021-10-05,14300
2021-10-06,14246
2021-10-07,14232
2021-10-08,14171
2021-10-09,14186
2021-10-10,14201
2021-10-11,14216
2021-10-12,14194
2021-10-13,14221
2021-10-14,14220
2021-10-15,14078
2021-10-16,14075
2021-10-17,14071
2021-10-18,14067
2021-10-19,14157
2021-10-20,14117
2021-10-21,14120
2021-10-22,14175
2021-10-23,14155
2021-10-24,14136
2021-10-25,14116
2021-10-26,14194
2021-10-27,14176
2021-10-28,14217
2021-10-29,14229
2021-10-30,14229
2021-10-31,14229
2021-11-01,14228
2021-11-02,14277
2021-11-03,14290
2021-11-04,14366
2021-11-05,14414
2021-11-06,14383
2021-11-07,14351
2021-11-08,14320
2021-11-09,14252
2021-11-10,14290
2021-11-11,14302
2021-11-12,14262
2021-11-13,14237
2021-11-14,14212
2021-11-15,14187
2021-11-16,14185
2021-11-17,14274
2021-11-18,14224
2021-11-19,14205
2021-11-20,14225
2021-11-21,14245
2021-11-22,14265
2021-11-23,14260
2021-11-24,14272
2021-11-25,14296
2021-11-26,14320
2021-11-27,14349
2021-11-28,14379
2021-11-29,14408
2021-11-30,14377
2021-12-01,14333
2021-12-02,14376
2021-12-03,14444
2021-12-04,14467
2021-12-05,14491
2021-12-06,14514
2021-12-07,14490
2021-12-08,14393
2021-12-09,14335
2021-12-10,14297
2021-12-11,14316
2021-12-12,14334
2021-12-13,14352
2021-12-14,14325
2021-12-15,14342
2021-12-16,14298
2021-12-17,14380
2021-12-18,14382
2021-12-19,14384
2021-12-20,14386
2021-12-21,14389
2021-12-22,14264
2021-12-23,14194
2021-12-24,14193
2021-12-25,14192
2021-12-26,14190
2021-12-27,14189
2021-12-28,14220
2021-12-29,14238
2021-12-30,14237
2021-12-31,14285
2022-01-01,14262
2022-01-02,14238
2022-01-03,14215
2022-01-04,14284
2022-01-05,14386
2022-01-06,14446
2022-01-07,14408
2022-01-08,14378
2022-01-09,14348
2022-01-10,14318
2022-01-11,14313
2022-01-12,14277
2022-01-13,14299
2022-01-14,14276
2022-01-15,14294
2022-01-16,14313
2022-01-17,14331
2022-01-18,14350
2022-01-19,14382
2022-01-20,14363
2022-01-21,14343
2022-01-22,14339
2022-01-23,14334
2022-01-24,14330
2022-01-25,14365
2022-01-26,14330
2022-01-27,14366
2022-01-28,14389
2022-01-29,14387
2022-01-30,14384
2022-01-31,14382
2022-02-01,14350
2022-02-02,14322
2022-02-03,14364
2022-02-04,14377
2022-02-05,14385
2022-02-06,14393
2022-02-07,14400
2022-02-08,14406
2022-02-09,14380
2022-02-10,14334
2022-02-11,14328
2022-02-12,14334
2022-02-13,14339
2022-02-14,14345
2022-02-15,14303
2022-02-16,14261
2022-02-17,14274
2022-02-18,14348
2022-02-19,14350
2022-02-20,14352
2022-02-21,14353
2022-02-22,14355
2022-02-23,14395
2022-02-24,14365
2022-02-25,14452
2022-02-26,14413
2022-02-27,14374
2022-02-28,14334
2022-03-01,14360
2022-03-02,14425
2022-03-03,14388
2022-03-04,14358
2022-03-05,14366
2022-03-06,14374
2022-03-07,14382
2022-03-08,14406
2022-03-09,14363
2022-03-10,14251
2022-03-11,14275
2022-03-12,14292
2022-03-13,14309
2022-03-14,14326
2022-03-15,14348
2022-03-16,14305
2022-03-17,14264
2022-03-18,14326
2022-03-19,14331
2022-03-20,14337
2022-03-21,14342
2022-03-22,14345
2022-03-23,14346
2022-03-24,14389
2022-03-25,14337
2022-03-26,14336
2022-03-27,14335
2022-03-28,14334
2022-03-29,14373
2022-03-30,14334
2022-03-31,14328
2022-04-01,14351
2022-04-02,14354
2022-04-03,14358
2022-04-04,14361
2022-04-05,14322
2022-04-06,14366
2022-04-07,14382
2022-04-08,14385
2022-04-09,14375
2022-04-10,14365
2022-04-11,14355
2022-04-12,14361
2022-04-13,14364
2022-04-14,14360
2022-04-15,14354
2022-04-16,14349
2022-04-17,14343
2022-04-18,14337
2022-04-19,14354
2022-04-20,14365
2022-04-21,14351
2022-04-22,14382
2022-04-23,14371
2022-04-24,14361
2022-04-25,14350
2022-04-26,14478
2022-04-27,14466
2022-04-28,14448
2022-04-29,14451
2022-04-30,14455
2022-05-01,14459
2022-05-02,14463
2022-05-03,14467
2022-05-04,14471
2022-05-05,14475
2022-05-06,14478
2022-05-07,14482
2022-05-08,14486
2022-05-09,14490
2022-05-10,14552
2022-05-11,14521
2022-05-12,14543
2022-05-13,14632
2022-05-14,14623
2022-05-15,14615
2022-05-16,14606
2022-05-17,14645
2022-05-18,14631
2022-05-19,14740
2022-05-20,14627
2022-05-21,14633
2022-05-22,14639
2022-05-23,14645
2022-05-24,14619
2022-05-25,14636
2022-05-26,14597
2022-05-27,14584
2022-05-28,14573
2022-05-29,14561
2022-05-30,14550
2022-05-31,14538
2022-06-01,14544
2022-06-02,14532
2022-06-03,14427
2022-06-04,14428
2022-06-05,14430
2022-06-06,14431
2022-06-07,14435
2022-06-08,14459
2022-06-09,14495
2022-06-10,14612
2022-06-11,14590
2022-06-12,14568
2022-06-13,14546
2022-06-14,14795
2022-06-15,14741
2022-06-16,14681
2022-06-17,14776
2022-06-18,14789
2022-06-19,14802
2022-06-20,14815
2022-06-21,14828
2022-06-22,14832
2022-06-23,14843
2022-06-24,14842
2022-06-25,14842
2022-06-26,14841
2022-06-27,14841
2022-06-28,14791
2022-06-29,14857
2022-06-30,14877
2022-07-01,14922
2022-07-02,14943
2022-07-03,14965
2022-07-04,14986
2022-07-05,15008
2022-07-06,15037
2022-07-07,15010
2022-07-08,14965
2022-07-09,14966
2022-07-10,14968
2022-07-11,14970
2022-07-12,14989
2022-07-13,15010
2022-07-14,15030
2022-07-15,15037
2022-07-16,15020
2022-07-17,15003
2022-07-18,14986
2022-07-19,14977
2022-07-20,14961
2022-07-21,15022
2022-07-22,15004
2022-07-23,15006
2022-07-24,15009
2022-07-25,15011
2022-07-26,14978
2022-07-27,14983
2022-07-28,14914
2022-07-29,14849
2022-07-30,14841
2022-07-31,14834
2022-08-01,14826
2022-08-02,14838
2022-08-03,14890
2022-08-04,14900
2022-08-05,14885
2022-08-06,14885
2022-08-07,14886
2022-08-08,14886
2022-08-09,14831
2022-08-10,14857
2022-08-11,14757
2022-08-12,14724
2022-08-13,14703
2022-08-14,14682
2022-08-15,14661
2022-08-16,14776
2022-08-17,14747
2022-08-18,14764
2022-08-19,14846
2022-08-20,14841
2022-08-21,14836
2022-08-22,14831
2022-08-23,14934
2022-08-24,14850
2022-08-25,14845
2022-08-26,14773
2022-08-27,14786
2022-08-28,14798
2022-08-29,14811
2022-08-30,14895
2022-08-31,14850
2022-09-01,14855
2022-09-02,14902
2022-09-03,14897
2022-09-04,14892
2022-09-05,14887
2022-09-06,14882
2022-09-07,14904
2022-09-08,14865
2022-09-09,14892
2022-09-10,14869
2022-09-11,14846
2022-09-12,14823
2022-09-13,14859
2022-09-14,14955
2022-09-15,14915
2022-09-16,14934
2022-09-17,14938
2022-09-18,14942
2022-09-19,14946
2022-09-20,14986
2022-09-21,15009
2022-09-22,15019
2022-09-23,15027
2022-09-24,15028
2022-09-25,15030
2022-09-26,15031
2022-09-27,15204
2022-09-28,15167
2022-09-29,15175
2022-09-30,15175
2022-10-01,15190
2022-10-02,15206
2022-10-03,15221
2022-10-04,15290
2022-10-05,15180
2022-10-06,15207
2022-10-07,15216
2022-10-08,15226
2022-10-09,15236
2022-10-10,15246
2022-10-11,15343
2022-10-12,15338
2022-10-13,15319
2022-10-14,15364
2022-10-15,15383
2022-10-16,15401
2022-10-17,15420
2022-10-18,15441
2022-10-19,15466
2022-10-20,15620
2022-10-21,15562
2022-10-22,15583
2022-10-23,15605
2022-10-24,15626
2022-10-25,15586
2022-10-26,15549
2022-10-27,15503
2022-10-28,15554
2022-10-29,15553
2022-10-30,15551
2022-10-31,15549
2022-11-01,15649
2022-11-02,15690
2022-11-03,15696
2022-11-04,15780
2022-11-05,15723
2022-11-06,15666
2022-11-07,15610
2022-11-08,15675
2022-11-09,15645
2022-11-10,15672
2022-11-11,15500
2022-11-12,15491
2022-11-13,15483
2022-11-14,15474
2022-11-15,15530
2022-11-16,15557
2022-11-17,15655
2022-11-18,15720
2022-11-19,15690
2022-11-20,15660
2022-11-21,15629
2022-11-22,15755
2022-11-23,15671
2022-11-24,15638
2022-11-25,15605
2022-11-26,15628
2022-11-27,15652
2022-11-28,15675
2022-11-29,15746
2022-11-30,15726
2022-12-01,15634
2022-12-02,15356
2022-12-03,15377
2022-12-04,15399
2022-12-05,15421
2022-12-06,15520
2022-12-07,15623
2022-12-08,15596
2022-12-09,15590
2022-12-10,15587
2022-12-11,15585
2022-12-12,15582
2022-12-13,15676
2022-12-14,15555
2022-12-15,15481
2022-12-16,15626
2022-12-17,15623
2022-12-18,15619
2022-12-19,15616
2022-12-20,15568
2022-12-21,15556
2022-12-22,15513
2022-12-23,15563
2022-12-24,15574
2022-12-25,15585
2022-12-26,15596
2022-12-27,15607
2022-12-28,15618
2022-12-29,15789
2022-12-30,15620
2022-12-31,15602
2023-01-01,15585
2023-01-02,15568
2023-01-03,15550
2023-01-04,15572
2023-01-05,15560
2023-01-06,15620
2023-01-07,15614
2023-01-08,15608
2023-01-09,15602
2023-01-10,15580
2023-01-11,15529
2023-01-12,15414
2023-01-13,15172
2023-01-14,15150
2023-01-15,15127
2023-01-16,15104
2023-01-17,15082
2023-01-18,15162
2023-01-19,15096
2023-01-20,15141
2023-01-21,15113
2023-01-22,15084
2023-01-23,15056
2023-01-24,15007
2023-01-25,14956
2023-01-26,14939
2023-01-27,14942
2023-01-28,14952
2023-01-29,14961
2023-01-30,14970
2023-01-31,14995
2023-02-01,14991
2023-02-02,14855
2023-02-03,14881
2023-02-04,14947
2023-02-05,15013
2023-02-06,15079
2023-02-07,15200
2023-02-08,15147
2023-02-09,15117
2023-02-10,15140
2023-02-11,15154
2023-02-12,15168
2023-02-13,15182
2023-02-14,15211
2023-02-15,15179
2023-02-16,15210
2023-02-17,15142
2023-02-18,15147
2023-02-19,15152
2023-02-20,15157
2023-02-21,15162
2023-02-22,15233
2023-02-23,15192
2023-02-24,15210
2023-02-25,15216
2023-02-26,15222
2023-02-27,15228
2023-02-28,15234
2023-03-01,15240
2023-03-02,15243
2023-03-03,15322
2023-03-04,15300
2023-03-05,15277
2023-03-06,15255
2023-03-07,15352
2023-03-08,15437
2023-03-09,15450
2023-03-10,15489
2023-03-11,15484
2023-03-12,15478
2023-03-13,15473
2023-03-14,15409
2023-03-15,15372
2023-03-16,15479
2023-03-17,15422
2023-03-18,15404
2023-03-19,15386
2023-03-20,15368
2023-03-21,15340
2023-03-22,15294
2023-03-23,15251
2023-03-24,15047
2023-03-25,15081
2023-03-26,15114
2023-03-27,15148
2023-03-28,15108
2023-03-29,15061
2023-03-30,15032
2023-03-31,15020
2023-04-01,15009
2023-04-02,14999
2023-04-03,14988
2023-04-04,14915
2023-04-05,14958
2023-04-06,14956
2023-04-07,14944
2023-04-08,14931
2023-04-09,14918
2023-04-10,14906
2023-04-11,14955
2023-04-12,14913
2023-04-13,14824
2023-04-14,14720
2023-04-15,14711
2023-04-16,14702
2023-04-17,14693
2023-04-18,14860
2023-04-19,14869
2023-04-20,14879
2023-04-21,14888
2023-04-22,14898
2023-04-23,14907
2023-04-24,14916
2023-04-25,14926
2023-04-26,14935
2023-04-27,14842
2023-04-28,14684
2023-04-29,14677
2023-04-30,14670
2023-05-01,14663
2023-05-02,14672
2023-05-03,14752
2023-05-04,14680
2023-05-05,14700
2023-05-06,14689
2023-05-07,14679
2023-05-08,14668
2023-05-09,14750
2023-05-10,14767
2023-05-11,14691
2023-05-12,14770
2023-05-13,14761
2023-05-14,14752
2023-05-15,14743
2023-05-16,14795
2023-05-17,14885
2023-05-18,14876
2023-05-19,14916
2023-05-20,14917
2023-05-21,14917
2023-05-22,14918
2023-05-23,14886
2023-05-24,14895
2023-05-25,14946
2023-05-26,14970
2023-05-27,14968
2023-05-28,14965
2023-05-29,14962
2023-05-30,14960
2023-05-31,14979
2023-06-01,14984
2023-06-02,14907
2023-06-03,14932
2023-06-04,14958
2023-06-05,14983
2023-06-06,14850
2023-06-07,14872
2023-06-08,14889
2023-06-09,14836
2023-06-10,14835
2023-06-11,14834
2023-06-12,14833
2023-06-13,14872
2023-06-14,14869
2023-06-15,14909
2023-06-16,14897
2023-06-17,14925
2023-06-18,14952
2023-06-19,14980
2023-06-20,15008
2023-06-21,15016
2023-06-22,14943
2023-06-23,14935
2023-06-24,14952
2023-06-25,14970
2023-06-26,14987
2023-06-27,15039
2023-06-28,14982
2023-06-29,14981
2023-06-30,15064
2023-07-01,15038
2023-07-02,15012
2023-07-03,14986
2023-07-04,14998
2023-07-05,15010
2023-07-06,15077
2023-07-07,15189
2023-07-08,15169
2023-07-09,15148
2023-07-10,15128
2023-07-11,15216
2023-07-12,15157
2023-07-13,14928
2023-07-14,14954
2023-07-15,14953
2023-07-16,14952
2023-07-17,14951
2023-07-18,14982
2023-07-19,14986
2023-07-20,14992
2023-07-21,15052
2023-07-22,15040
2023-07-23,15029
2023-07-24,15018
2023-07-25,15022
2023-07-26,15032
2023-07-27,15007
2023-07-28,15095
2023-07-29,15093
2023-07-30,15090
2023-07-31,15088
2023-08-01,15104
2023-08-02,15131
2023-08-03,15220
2023-08-04,15161
2023-08-05,15162
2023-08-06,15162
2023-08-07,15163
2023-08-08,15232
2023-08-09,15207
2023-08-10,15207
2023-08-11,15259
2023-08-12,15278
2023-08-13,15298
2023-08-14,15317
2023-08-15,15347
2023-08-16,15312
2023-08-17,15362
2023-08-18,15362
2023-08-19,15334
2023-08-20,15306
2023-08-21,15278
2023-08-22,15319
2023-08-23,15317
2023-08-24,15294
2023-08-25,15239
2023-08-26,15255
2023-08-27,15272
2023-08-28,15288
2023-08-29,15256
2023-08-30,15196
2023-08-31,15216
2023-09-01,15231
2023-09-02,15230
2023-09-03,15229
2023-09-04,15228
2023-09-05,15227
2023-09-06,15298
2023-09-07,15336
2023-09-08,15342
2023-09-09,15334
2023-09-10,15326
2023-09-11,15318
2023-09-12,15339
2023-09-13,15350
2023-09-14,15353
2023-09-15,15395
2023-09-16,15379
2023-09-17,15362
2023-09-18,15346
2023-09-19,15377
2023-09-20,15384
2023-09-21,15361
2023-09-22,15400
2023-09-23,15390
2023-09-24,15379
2023-09-25,15368
2023-09-26,15405
2023-09-27,15493
2023-09-28,15569
2023-09-29,15474
2023-09-30,15465
2023-10-01,15457
2023-10-02,15448
2023-10-03,15516
2023-10-04,15622
2023-10-05,15591
2023-10-06,15631
2023-10-07,15622
2023-10-08,15612
2023-10-09,15603
2023-10-10,15691
2023-10-11,15718
2023-10-12,15693
2023-10-13,15739
2023-10-14,15718
2023-10-15,15697
2023-10-16,15676
2023-10-17,15675
2023-10-18,15728
2023-10-19,15807
2023-10-20,15856
2023-10-21,15860
2023-10-22,15864
